type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
note,minors_displaced_err,the number of seperated minors + unaccompanied minors is greater than hosted minors,yes,,${minors_displaced_calc} > ${nb_minordisplaced_hosted},,,,ÚÏÏ ÇáÃÔÎÇÕ ÇáĞíä ÊŞá ÃÚãÇÑåã Úä 18 ÚÇãğÇ İí ÃÓÑÊß ÇáĞíä ÇäİÕáæÇ Úä ãŞÏãí ÇáÑÚÇíÉ ÇáØÈíÚííä æáã íÕÍÈåã Ãí İÑÏ ãä ÃİÑÇÏ ÇáÃÓÑÉ + ÚÏÏ ÇáÃÔÎÇÕ ÇáĞíä ÊŞá ÃÚãÇÑåã Úä 18 ÚÇãğÇ æÇáĞíä ÊÓÊÖíİåã ÃÓÑÊß ãäİÕáæä Úä ãŞÏãí ÇáÑÚÇíÉ ÇáØÈíÚííä ÃßÈÑ ãä ÚÏÏ ÇáÃØİÇá ÇáãÓÊÖÇİæä,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,food_security_section,Food Security,,,,,,,ÇáÃãä ÇáÛĞÇÆí,,,,,,,
begin_group,food_security,Food Security,yes,,,,,,ÇáÃãä ÇáÛĞÇÆí,,,,,,,
begin_group,food_consumption,"In the past 7 days, on how many days have the members of your household eaten the following food items?
",yes,,,field-list,,,İí ÇáÃíÇã ÇáÓÈÚÉ ÇáãÇÖíÉ¡ ßã ÚÏÏ ÇáÃíÇã ÇáÊí Ãßá İíåÇ ÃİÑÇÏ ÃÓÑÊß ÇáãæÇÏ ÇáÛĞÇÆíÉ ÇáÊÇáíÉ¿,,,,,,,
integer,cereals,"1. Cereals, grains, and tubers (including wheat bread, pasta, rice, couscous, potatoes, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÍÈæÈ æÇáÏÑäÇÊ ( ÈãÇ İí Ğáß ÎÈÒ ÇáŞãÍ æÇáãÚßÑæäÉ æÇáÃÑÒ æÇáßÓßÓí æÇáÈØÇØÓ æÛíÑåÇ   ),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,legumes,"2. Legumes and nuts (including beans, chickpeas, peas, nuts, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÈŞæáíÇÊ æÇáãßÓÑÇÊ (ÈãÇ İí Ğáß Çáİæá æÇáÍãÕ æÇáÈÇÒáÇÁ æÇáãßÓÑÇÊ ¡ ÇáÎ),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,dairy,"3. Milk and dairy products (including milk, cheese, sour cream, yoghurt, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÍáíÈ æãäÊÌÇÊ ÇáÃáÈÇä (ÈãÇ İí Ğáß ÇáÍáíÈ æÇáÌÈä æÇáŞÔÏÉ ÇáÍÇãÖÉ æÇááÈä ¡ æãÇ Åáì Ğáß),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,meat,"4. Eggs, meat, fish (including beef, chicken, lamb, canned fish, fresh fish, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÈíÖ æÇááÍæã æÇáÃÓãÇß (ÈãÇ İí Ğáß áÍæã ÇáÈŞÑ æÇáÏÌÇÌ æáÍã ÇáÖÃä æÇáÃÓãÇß ÇáãÚáÈÉ æÇáÃÓãÇß ÇáØÇÒÌÉ ¡ æãÇ Åáì Ğáß),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,veggies,"5. Vegetables and leaves (including onions, lettuce, tomatoes, cucumbers, red peppers, spinach, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÎÖÑæÇÊ æÇáÎÖÑæÇÊ ÇáæÑŞíÉ (ÈãÇ İí Ğáß ÇáÈÕá æÇáÎÓ æÇáØãÇØã æÇáÎíÇÑ æÇáİáİá ÇáÃÍãÑ æÇáÓÈÇäÎ ¡ ÇáÎ),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,fruits,"6. Fruits (including bananas, apples, cherries, dates, lemons, apricots, pears, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáİæÇßå (ÈãÇ İí Ğáß ÇáãæÒ ¡ ÇáÊİÇÍ ¡ ÇáßÑÒ ¡ ÇáÊãæÑ ¡ Çááíãæä ¡ ÇáãÔãÔ ¡ ÇáßãËÑì ¡ ÇáÎ.),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,fats,"7. Oil and fat (including vegetable oil, butter, margarine, lard, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÒíæÊ æÇáÏåæä (ÈãÇ İí Ğáß ÇáÒíÊ ÇáäÈÇÊí æÇáÒÈÏÉ æÇáÓãä ÇáäÈÇÊí æÛíÑåÇ),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,sugar,"8. Sugar and sweets (including sugar, honey, jam, cakes, cookies, sweets, sugary drinks, etc.)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÓßÑ æÇáÍáæíÇÊ (ÈãÇ İí Ğáß ÇáÓßÑ æÇáÚÓá æÇáãÑÈì æÇáßÚß æÇáÈÓßæíÊ æÇáÍáæíÇÊ æÇáãÔÑæÈÇÊ ÇáÓßÑíÉ æÛíÑåÇ),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,condiments,"9. Condiments and spices (including garlic, tomato paste, and small quantities of items from other food groups)",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÈåÇÑÇÊ æÇáÊæÇÈá (ÈãÇ İí Ğáß ÇáËæã æãÚÌæä ÇáØãÇØã æßãíÇÊ ÕÛíÑÉ ãä ÇáãæÇÏ ãä ÇáãÌãæÚÇÊ ÇáÛĞÇÆíÉ ÇáÃÎÑì),íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
end_group,,,,,,,,,,,,,,,,
select_multiple food_source,food_source,What are the top three sources from which your household typically acquires food?,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.)<=3 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. 3 options Maximum",ãÇåí Çåã ËáÇËÉ ãÕÇÏÑ ÊÍÕá İíåÇ  ÃÓÑÊß ÚÇÏÉ Úáì ÇáÛĞÇÁ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. 3 ÎíÇÑÇÊ ßÍÏ ÃŞÕì",,,Choose 3 options maximum. ,ÍÏÏ ÃİÖá ËáÇËÉ ÎíÇÑÇÊ ,,
text,food_source_other,Other:,yes,,"selected(${food_source},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,food_coping_mechanism,"In the past 7 days, if there have been times when your household did not have enough food or money to buy food, on how many days has your household had to:",yes,,,field-list,,,"ÎáÇá ÇáÃíÇã ÇáÓÈÚÉ ÇáãÇÖíÉ¡ ÅĞÇ ßÇäÊ åäÇß ÃæŞÇÊ áã íßä áÏíß İíåÇ ãÇ íßİí ãä ÇáØÚÇã Ãæ ÇáãÇá áÔÑÇÁ ÇáØÚÇã¡ İãÇ åæ ÚÏÏ ÇáÃíÇã ÇáÊí ÇÖØÑÊ İíåÇ ÃÓÑÊß Åáì:



",,,,,,,
integer,less_expensive_quality,"1. Rely on less preferred, less expensive food?",yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇáÇÚÊãÇÏ Úáì ÇáØÚÇã ÇáÃŞá ÊİÖíáÇğ æÇáÃŞá ÊßáİÉ¿,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,borrow_relatives,2. Borrow food or rely on help from friends or relatives?,yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÇŞÊÑÇÖ ÇáØÚÇã Ãæ ÇáÇÚÊãÇÏ Úáì ãÓÇÚÏÉ ãä ÇáÃÕÏŞÇÁ Ãæ ÇáÃŞÇÑÈ¿,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,reduce_number_meals,3. Reduce the number of meals eaten per day?,yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÊŞáíá ÚÏÏ ÇáæÌÈÇÊ ÇáÊí íÊã ÊäÇæáåÇ íæãíğÇ¿,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,shrink_meals,4. Reduce the size of portions or meals?,yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÊŞáíá ÍÌã ÇáÍÕÕ Ãæ æÌÈÇÊ ÇáØÚÇã¿,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
integer,reduce_adult,5. Reduce the quantity consumed by adults so children could eat?,yes,,,,(.>=0 and .<=7),Value must be between 0 and 7,ÊŞáíá ÇáßãíÉ ÇáÊí íÓÊåáßåÇ ÇáÈÇáÛæä ÍÊì íÊãßä ÇáÃØİÇá ãä ÊäÇæá ÇáØÚÇã¿,íÌÈ Ãä íßæä ÇáÚÏÏ Èíä 0 æ 7 ,,,,,,
end_group,,,,,,,,,,,,,,,,
select_multiple agriculture_production,agricultural_production,"Does your household engage in some form of agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or for food consumption?",yes,,,,"if(selected(${food_source},'own_production'), not(selected(.,'no')) and not(selected(.,'dk')), not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no')) or count-selected(.)=1)","the options ""I dont know"" , ""I prefer not to answer"" and  ""No"" cannot be selected with other options and the option ""no"" cannot be selected when the food source is ""own production""",åá ÊÔÇÑß ÃÓÑÊß İí Ãí Ôßá ãä ÃÔßÇá ÇáÅäÊÇÌ ÇáÒÑÇÚí (Úáì ÓÈíá ÇáãËÇá¡ ÒÑÇÚÉ ÇáãÍÇÕíá¡ ÇáÈÓÊäÉ¡ ÊÑÈíÉ ÇáãÇÔíÉ¡ ÇáÕíÏ ÇáÈÍÑí¡ ÅáÎ) áÊæáíÏ ÇáÏÎá Ãæ ááÇÓÊåáÇß ÇáÛĞÇÆí¿,"áÇ íãßä ÊÍÏíÏ ÇáÎíÇÑÇÊ ""áÇ ÃÚÑİ"" æ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" æ ""áÇ"" ãÚ ÎíÇÑÇÊ ÃÎÑì æáÇ íãßä ÊÍÏíÏ ÇáÎíÇÑ ""áÇ"" ÚäÏãÇ íßæä ãÕÏÑ ÇáÛĞÇÁ åæ ""ÇáÅäÊÇÌ ÇáÎÇÕ""",,,Multiple choices,ãÊÚÏÏ ÇáÎíÇÑÇÊ ,,
select_one yes_no,agricultural_production_prior2011,Did your household engage in such activities prior to 2011 but had to give them up?,yes,,"selected(${agricultural_production}, 'no')",quick,,,åá ÚãáÊ ÃÓÑÊß İí ãËá åĞå ÇáÃäÔØÉ ŞÈá 2011 æáßä ßÇä ÚáíåÇ ÇáÊÎáí ÚäåÇ¿,,,,,,,
select_multiple agriculture_activities,agricultural_activities_prior2011,What types of agricultural activities was your household engaged in?,yes,,"selected(${agricultural_production_prior2011}, 'yes')",,,, ãÇ ÃäæÇÚ ÇáÃäÔØÉ ÇáÒÑÇÚíÉ ÇáÊí ÔÇÑßÊ İíåÇ ÃÓÑÊß¿,,,,,,,
text,agricultural_activities_prior2011_other,"If other, Please specify",yes,,"selected(${agricultural_activities_prior2011}, 'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one year,gaveup_agricultural_production,What year did your household give them up?,yes,,"selected(${agricultural_production_prior2011}, 'yes')",quick,,,ãÇåí ÇáÓäÉ ÇáÊí ÊÎáÊ İíåÇ ÃÓÑÊß Úä Êáß ÇáÃäÔØÉ¿,,,,,,,
select_multiple crop_production_challenges,crop_production_challenges,What were the main challenges that made your household abandon crop production?,yes,,"selected(${agricultural_activities_prior2011}, 'crop_production_activity')",,,,ãÇ åí ÇáÊÍÏíÇÊ ÇáÑÆíÓíÉ ÇáÊí ÌÚáÊ ÃÓÑÊß ÊÊÎáì Úä ÅäÊÇÌ ÇáãÍÇÕíá¿,,,,,,,
text,crop_production_challenges_other,"If other, Please specify",yes,,"selected(${crop_production_challenges},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple livestock_production_challenges,livestock_production_challenges,"What were the main challenges that made your household abandon livestock production?
",yes,,"selected(${agricultural_activities_prior2011}, 'livestock_activity')",,,,ãÇ åí ÇáÊÍÏíÇÊ ÇáÑÆíÓíÉ ÇáÊí ÌÚáÊ ÃÓÑÊß ÊÊÎáì Úä ÇáÅäÊÇÌ ÇáÍíæÇäí¿,,,,,,,
text,livestock_production_challenges_other,"If other, Please specify",yes,,"selected(${livestock_production_challenges},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple fishing_challenges,fishing_challenges,What were the main challenges that made your household abandon fishing/fisheries?,yes,,"selected(${agricultural_activities_prior2011}, 'fishing_activity')",,,,ãÇ åí ÇáÊÍÏíÇÊ ÇáÑÆíÓíÉ ÇáÊí ÌÚáÊ ÃÓÑÊß ÊÊÎáì Úä ÇáÕíÏ ÇáÈÍÑí¿,,,,,,,
text,fishing_challenges_other,"If other, Please specify",yes,,"selected(${fishing_challenges},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
integer,nb_workers_employed,"How many individuals did your household employ to support production in the last 12 months, including seasonal workers?",yes,,"selected(${agricultural_production},'crop_production')",,.>=0,,ßã ÚÏÏ ÇáÃİÑÇÏ¡ Åä æÌÏ¡ ÇáĞíä æÙİÊåã ÃÓÑÊß áÏÚã ÇáÅäÊÇÌ İí ÇáÃÔåÑ ÇáÜ 12 ÇáãÇÖíÉ¡ ÈãÇ İí Ğáß ÇáÚãÇá ÇáãæÓãííä¿,,,,"if none, enter 0. If respondent doesn't know exactly, ask them to estimate",ÅĞÇ áÇ ÃÍÏ¡ ÃÏÎá ÕİÑ¡ ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,nb_hectares_cultivated,How much land does your household cultivate in hectares?,yes,,"selected(${agricultural_production},'crop_production')",,.>0,,ãÇ ãÓÇÍÉ ÇáÃÑÖ ÇáÊí ÊÒÑÚåÇ ÃÓÑÊß ÈÇáåßÊÇÑÇÊ¿,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
select_multiple types_crops,types_crops,What are the main crops your household grows?,yes,,"selected(${agricultural_production},'crop_production')",,,,ãÇ åí ÇáãÍÇÕíá ÇáÑÆíÓíÉ ÇáÊí ÊÒÑÚåÇ ÃÓÑÊß ÍÇáíÇ¿,,,,Choose 3 options maximum,ÍÏÏ ÃİÖá ËáÇËÉ ÎíÇÑÇÊ ,,
text,types_crops_other,"If other, Please specify",yes,,"selected(${types_crops},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no,crisis_affected_crop_production,Has the ongoing conflict since 2014 negatively affected your household's crop production?,yes,,"selected(${agricultural_production},'crop_production')",quick,,,åá ÃËÑÊ ÇáÃÒãÉ ÈÏÇíÉ ãä 2014 ÓáÈğÇ Úáì ÅäÊÇÌ ãÍÇÕíá ÃÓÑÊß¿,,,,,,,
select_multiple crop_production_challenges,crop_production_impact_reasons,How has it negatively affected your household's crop production?,yes,,${crisis_affected_crop_production}='yes',,,,ßíİ ÃËÑÊ ÇáÃÒãÉ ÇáÍÇáíÉ Úáì ÅäÊÇÌ ÇáãÍÇÕíá¡ Çä ÇËÑÊ¿,,,,Choose 3 options maximum,ÍÏÏ ÃİÖá ËáÇËÉ ÎíÇÑÇÊ ,,
text,crop_production_impact_reasons_other,"If other, Please specify",yes,,"selected(${crop_production_impact_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,types_livestock_raised,How many animals does your household have?,yes,,"selected(${agricultural_production},'livestock_production')",field-list,,,ßã ÚÏÏ ÃäæÇÚ ÇáÍíæÇäÇÊ ÇáÊí ÊãÊáßåÇ ÚÇÆáÊß ÍÇáíğÇ¿ ,,,,,,,
integer,cattle_cows,1. Cattle/cows,yes,,,,.>=0,,ÇáãÇÔíÉ / ÇáÃÈŞÇÑ,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,donkeys_horses,2. Donkeys/Horses,yes,,,,.>=0,,ÇáÍãíÑ / ÇáÎíæá,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,sheep,3. Sheep,yes,,,,.>=0,,ÇáÃÛäÇã,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,goats,4. Goats,yes,,,,.>=0,,ÇáãÇÚÒ,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,poultry,5. Poultry,yes,,,,.>=0,,ÇáÏæÇÌä,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,camels,6. Camels,yes,,,,.>=0,,ÇáÌãÇá,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,bee_hives,7. Bee hives,yes,,,,.>=0,,ÎáÇíÇ ÇáäÍá,,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
integer,other_livestock,8. Other (specify),yes,,,,.>=0,,ÛíÑåÇ (íÑÌì ÇáÊÍÏíÏ),,,,"If respondent doesn't know exactly, ask them to estimate",ÅĞÇ ÇáãÓÊÌæÈ áÇ íÚÑİ ÈÇáÊÍÏíÏ¡ ÇØáÈ ãäåã ÊŞÏíÑ ÇáÚÏÏ,,
end_group,,,,,,,,,,,,,,,,
text,livestock_raised_other,"If other, Please specify",yes,,${other_livestock} >0,,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no,crisis_affected_livestock_production,Has the ongoing conflict since 2014 negatively affected your household's production?,yes,,"selected(${agricultural_production},'livestock_production')",quick,,,åá ÃËÑÊ ÇáÃÒãÉ ÇáÃÒãÉ ÈÏÇíÉ ãä 2014 ÓáÈğÇ Úáì ÅäÊÇÌ ÇáãÍÇÕíá¿,,,,,,,
select_multiple livestock_production_challenges,livestock_production_impact_reasons,How has it negatively affected your household's production?,yes,,${crisis_affected_livestock_production}='yes',,"not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.)<=3 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. 3 options Maximum",ßíİ ÃËÑÊ ÓáÈğÇ Úáì ÅäÊÇÌ ÃÓÑÊß¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. 3 ÎíÇÑÇÊ ßÍÏ ÃŞÕì",,,,,,
text,livestock_production_impact_reasons_other,"If other, Please specify",yes,,"selected(${livestock_production_impact_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,shelter_section,Shelter and NFI,,,,,,,ÇáãÃæì,,,,,,,
begin_group,shelter,Shelter and NFI,yes,,,,,,ÇáãÃæì,,,,,,,
select_one shelter_type,shelter_type,What type of shelter does your household live in?,yes,,,quick,,,ãÇ åæ äæÚ ÇáãÓßä ÇáĞí ÊÚíÔ İíå¿,,,,,,,
text,shelter_type_other,"If other, Please specify",yes,,${shelter_type}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
integer,nb_rooms,How many rooms are in your household's shelter?,yes,,${shelter_type} = 'apartment' or ${shelter_type} = 'unfinished_rooms' or ${shelter_type} = 'house' or ${shelter_type} = 'hotel',,.>0,,ßã ÚÏÏ ÇáÛÑİ İí ãäÒá ÃÓÑÊß¿,,,,,,,
select_one occupancy_status,occupancy_status,How would you describe your household's occupancy status?,yes,,,quick,"if(${shelter_type}='public_building_not_used_for_shelter' or ${shelter_type}='temporary_shelter_ngos' or ${shelter_type}='camp_informal_settlement', . != 'ownership' and .!= 'rental_written_contract' and .!= 'rental_verbal_agreement',count-selected(.)=1)",the shelter type selected above cannot be owned or rented,ßíİ íãßä æÕİ æÖÚíÉ Óßäß¿,Ç íãßä ÇãÊáÇß Ãæ ÇÓÊÆÌÇÑ äæÚ ÇáãÃæì ÇáãÍÏÏ ÃÚáÇå,,,,,,
text,occupancy_status_other,"If other, Please specify",yes,,${occupancy_status}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
integer,rental_cost,How much does your household's rental property cost per month (in LYD)?,yes,,${occupancy_status}='rental_written_contract' or ${occupancy_status}='rental_verbal_agreement',.>0,,,ßã ÊÈáÛ ÊßáİÉ ÇÓÊÆÌÇÑ ãäÒá ÚÇÆáÊß ÔåÑíğÇ (ÈÇáÏíäÇÑ ÇááíÈí)¿,,,,,,,
select_one change_rental,change_rental,Has the rent increased or decreased since the beginning of 2019?,yes,,${occupancy_status}='rental_written_contract' or ${occupancy_status}='rental_verbal_agreement',quick,,,åá ÒÇÏ ÇáÅíÌÇÑ Ãæ ÇäÎİÖ ãäĞ ÈÏÇíÉ ÚÇã 2019¿,,,,,,,
select_one hosted_free_by,hosted_free_by,Who is hosting your household for free?,yes,,${occupancy_status}='hosted_free',quick,,,ãä íÓÊÖíİ ÃÓÑÊß ãÌÇäğÇ¿,,,,,,,
text,hosted_free_by_other,"If other, Please specify",yes,,${hosted_free_by}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one damage_type,shelter_condition,Question for enumerator: How would you describe the overall condition of this household's shelter?,yes,,,quick,,,ÓÄÇá áÌÇãÚ ÇáÈíÇäÇÊ: ßíİ ÊÕİ ÇáÍÇáÉ ÇáÚÇãÉ ááãÓßä åĞå ÇáÃÓÑÉ¿ íÑÌì ÇáÑÌæÚ Åáì ÇáÕæÑ ÇáãÑÌÚíÉ ÃÏäÇå.,,,,"Shelters that were damaged in the past but have been fully repaired should be coded as ""No damage / negligible damage"," ÇáãäÇÒá ÇáÊí ÊÖÑÑÊ İí ÇáãÇÖí æáßä Êã ÅÕáÇÍåÇ ÈÇáßÇãá íÌÈ Çä ÊÓÌá Úáì ÃäåÇ ""áÇ ÖÑÑ / ÖÑÑ áÇ íßÇÏ íĞßÑ",,
select_one ownership_documents,ownership_documents,"If your household owns a house, property or land, where are your proof of ownership documents?",yes,,,quick,,,ÅĞÇ ßÇäÊ ÃÓÑÊß ÊãÊáß ãäÒáÇğ Ãæ ÚŞÇÑğÇ Ãæ ÃÑÖğÇ¡  İÃíä  ãÓÊäÏÇÊ ÅËÈÇÊ ÇáãáßíÉ¿,,,,,,,
select_one eviction_threat,eviction_threat,Has your household experienced eviction or the threat of eviction within the past 6 months?,yes,,,quick,,,åá ÊÚÑÖÊ (İí 6 ÃÔåÑÇáãÇÖíÉ) ááÅÎáÇÁ Ãæ ÇáÊåÏíÏ ÈÇáÅÎáÇÁ ŞÓÑÇ¿,,,,,,,
select_multiple eviction_shelter_reasons,eviction_shelter_reasons,Why do you think your household was evicted / is being threatened with eviction?,yes,,${eviction_threat}='yes_threatened_with_eviction' or ${eviction_threat}='yes_recently_evicted',,,"Depending on your previous answers, some options cannot be selected. Please check again", áãÇĞÇ ÊÚÊŞÏ Ãäß ãåÏÏ ÈÇáÅÎáÇÁ / Êã ÅÎáÇÄß ãÄÎÑÇ¿,ÈäÇÁğ Úáì ÅÌÇÈÇÊß ÇáÓÇÈŞÉ ¡ áÇ íãßä ÊÍÏíÏ ÈÚÖ ÇáÎíÇÑÇÊ. íÑÌì ÇáÊÍŞŞ ãÑÉ ÃÎÑì,,,,,,
text,eviction_shelter_reasons_other,"If other, Please specify",yes,,"selected(${eviction_shelter_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,hh_objects_list,Select one of the following options for each item on the list of household objects.,yes,,,,,,ÇÎÊÑ ÃÍÏ ÇáÎíÇÑÇÊ ÇáÊÇáíÉ áßá ÛÑÖ ãäÒáí İí ÇáŞÇÆãÉ ÇáÊÇáíÉ,,,,,,,
select_one hh_basic_items,mattresses,1. Mattresses,yes,,,quick,,,ãÑÇÊÈ (ãİÑÔ Çáäæã),,,,,,,
text,mattresses_other,"If other, Please specify",yes,,${mattresses}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one hh_basic_items,blankets,2. Blankets,yes,,,quick,,,ÇáÈØÇäíÇÊ,,,,,,,
text,blankets_other,"If other, Please specify",yes,,${blankets}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one hh_basic_items,bedding_items,"3. Bedding items (sheets, pillows)",yes,,,quick,,, ãÓÊáÒãÇÊ ÇáİÑÇÔ (ãáÇÁÇÊ ¡ ÇáæÓÇÆÏ),,,,,,,
text,bedding_items_other,"If other, Please specify",yes,,${bedding_items}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one hh_basic_items,clothing_cold_weather,4. Clothing for cold weather,yes,,,quick,,,ãáÇÈÓ ááØŞÓ ÇáÈÇÑÏ,,,,,,,
text,clothing_cold_weather_other,"If other, Please specify",yes,,${clothing_cold_weather}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
